SITE LOCATION,SITE NAME,planting_location_code,planting_relationships,YEAR,HISTORICAL PRESENCE,DATA TYPE,WATER BODY,SVMP REGION,PROJECT NAME,FUNDING SOURCE,FUNDING SOURCE PROGRAM,CONTRACT 1,CONTRACT 1,CONTRACT 2,CONTRACT 2,CITATION,ACTIVITY TYPE,ACTIVITY FILTER,PLANTING DATE,LATITUDE,LONGITUDE,data_type,retain_drop,DATUM,ELEVATION,PLANTING METHOD,planting_method,PARALLEL SIDE,PERPENDICULAR SIDE,PLOT AREA,PLANTED AREA,EFFECTIVE AREA PLANTED,# OF PLANTING UNITS,# OF SHOOTS,PLOT SHOOT DENSITY ,FOOTPRINT (planted) SHOOT DENSITY ,EFFECTIVE SHOOT DENSITY ,DONOR SITE NAME,NOTES
Harstine Island,Fudge Point North - north - HC - test - 2018,FDG_L2,repeat,2018,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Case Inlet,SPS,DNR,DNR,Nearshore Habitat Program,,,,,,test,--,2018-06-12,47.23774,-122.86269,line,retain,WGS84,,,rebar,,,0,,,,,,,,,
Harstine Island,Harstine - PNNL - Large Scale 1 - north - 2018,HAR_L1,single,2018,,line,Case Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,large scale,large scale,2018-05-15,47.29382,-122.85419,line,retain,WGS84,-1.5,rebar,rebar,42,5,210,210,13.80,552,13800,66,66,1000,Rocky Point,"base line runs 30°M; 25 shoots/rebar; 552 rebar planted on the offshore side of the base line, see planting diagram"
Harstine Island,Harstine - PNNL - Large Scale 1 - north - 2018,HAR_L1,single,2018,,line,Case Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,large scale,--,2018-05-15,47.29411,-122.85389,line,retain,WGS84,,,rebar,,,0,,,,,,,,,
Harstine Island,Harstine - PNNL - Large Scale 1 - south - 2018,HAR_L2,single,2018,,line,Case Inlet,SPS,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,large scale,large scale,2018-06-14,47.29368,-122.85459,line,retain,WGS84,-1.1,rebar,rebar,31,5,155,140,9.70,388,9688,63,69,999,Windy Bluff,"baseline runs 15°M, planting started at 3m, second screw anchor placed 40m from the first but planting stopped at 31m"
Harstine Island,Harstine - PNNL - Large Scale 1 - south - 2018,HAR_L2,single,2018,,line,Case Inlet,SPS,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,large scale,--,2018-06-14,47.29394,-122.85432,line,retain,WGS84,,,rebar,,,0,,,,,,,,,
Joemma Beach State Park,Joemma Beach State Park Mid South - PNNL - large - T4-5 - 2015,JSP_mid_south_7,single,2018,,point,Case Inlet,SPS,DNR,DNR,Nearshore Habitat Program,,,,,,test,test,2018-06-13,,,point,drop,,,rebar,rebar,4,0.25,1,1,0.10,4,100,100,100,1000,DuPont Wharf,"4, 50 cm long rebar with 20 shoots attached to each placed between Transects 4 & 5 of JBSP Mid South - PNNL - large - 2015, approximately 15 m from southern end of transects. "
Joemma Beach State Park,Joemma Beach State Park Mid South - PNNL - large - T3-4 - 2015,JSP_mid_south_1,single,2018,,point,Case Inlet,SPS,DNR,DNR,Nearshore Habitat Program,,,,,,test,test,2018-06-13,,,point,drop,,,rebar,rebar,3,0.25,0.75,0.75,0.08,3,75,100,100,1000,DuPont Wharf,"3, 50 cm long rebar with 20 shoots attached to each placed between Transects 3 & 4 of JBSP Mid South - PNNL - large - 2015"
Quartermaster Harbor,Quartermaster Harbor - PNNL - Test Plot 1S - 2018,QMH_1S,single,2018,,point,Quartermaster Harbor,CPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2018-05-30,47.38350,-122.45133,point,retain,WGS84,-1.0,rebar,rebar,12,1,12,12,0.75,30,600,50,50,800,Dumas Bay,base line runs 230°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline
Quartermaster Harbor,Quartermaster Harbor - PNNL - Test Plot 1D - 2018,QMH_1D,single,2018,,point,Quartermaster Harbor,CPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2018-05-30,47.38334,-122.45130,point,retain,WGS84,-1.9,rebar,rebar,12,1,12,12,0.75,30,600,50,50,800,Dumas Bay,base line runs 240°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline
Quartermaster Harbor,Quartermaster Harbor - PNNL - Test Plot 4S - 2018,QMH_4S,single,2018,,point,Quartermaster Harbor,CPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2018-05-30,47.39066,-122.43606,point,retain,WGS84,-1.2,rebar,rebar,12,1,12,12,0.75,30,600,50,50,800,Dumas Bay,base line runs 90°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline
Quartermaster Harbor,Quartermaster Harbor - PNNL - Test Plot 4D - 2018,QMH_4D,single,2018,,point,Quartermaster Harbor,CPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2018-05-30,47.39022,-122.43597,point,retain,WGS84,-1.6,rebar,rebar,12,1,12,12,0.75,30,600,50,50,800,Dumas Bay,base line runs 90°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline
Quartermaster Harbor,Quartermaster Harbor - PNNL - Test Plot 5S - 2018,QMH_5S,single,2018,,point,Quartermaster Harbor,CPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2018-05-31,47.38592,-122.43793,point,retain,WGS84,-1.2,rebar,rebar,12,1,12,12,0.75,30,600,50,50,800,Dumas Bay,base line runs 240°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline
Quartermaster Harbor,Quartermaster Harbor - PNNL - Test Plot 5D - 2018,QMH_5D,single,2018,,point,Quartermaster Harbor,CPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2018-05-31,47.38597,-122.43799,point,retain,WGS84,-1.7,rebar,rebar,12,1,12,12,0.75,30,600,50,50,800,Dumas Bay,base line runs 230°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline
Quartermaster Harbor,Quartermaster Harbor - PNNL - Test Plot 2D - 2018,QMH_2D,single,2018,,point,Quartermaster Harbor,CPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2018-06-01,47.39441,-122.44898,point,retain,WGS84,-1.8,rebar,rebar,12,1,12,12,0.75,30,600,50,50,800,Dumas Bay,base line runs 305°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline
Quartermaster Harbor,Quartermaster Harbor - PNNL - Test Plot 3S - 2018,QMH_3S,single,2018,,point,Quartermaster Harbor,CPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2018-06-01,47.40392,-122.44499,point,retain,WGS84,-1.2,rebar,rebar,12,1,12,12,0.75,30,600,50,50,800,Dumas Bay,base line runs 40°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline
Quartermaster Harbor,Quartermaster Harbor - PNNL - Test Plot 3D - 2018,QMH_3D,single,2018,,point,Quartermaster Harbor,CPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2018-06-01,47.40386,-122.44484,point,retain,WGS84,-1.9,rebar,rebar,12,1,12,12,0.75,30,600,50,50,800,Dumas Bay,base line runs 25°M; 20 shoots/rebar; 30 rebar planted on the inshore side of baseline
Joemma Beach State Park,Joemma Beach State Park - Mid - Rebar 1 - 2018,JSP_mid_1,colocated,2018,,point,Case Inlet,SPS,DNR,DNR,Nearshore Habitat Program,,,,,,test,test,2018-07-14,47.22247,-122.81049,point,retain,WGS84,,rebar,rebar,0.5,0.5,0.25,0.25,0.08,3,63,252,252,840,DuPont Wharf,"Southern most replicate. Transplanted 3, 50 cm long lengths of rebar with 21 shoots each in a 0.25 m2 area.  3 replicates total along a 16 m transect between the north and south points."
Joemma Beach State Park,Joemma Beach State Park - Mid - Puck 1 - 2018,JSP_mid_1,colocated,2018,,point,Case Inlet,SPS,DNR,DNR,Nearshore Habitat Program,,,,,,test,test,2018-07-14,47.22247,-122.81049,point,retain,WGS84,,pucks,pucks,0.5,0.5,0.25,0.25,0.07,9,63,252,252,892,DuPont Wharf,Transplanted 9 ceramic pucks with 7 shoots per puck in a 0.25 m2 area. 3 replicates total along a 16 m transect between the north and south points.
Joemma Beach State Park,Joemma Beach State Park - Mid - Puck 2 - 2018,JSP_mid_2,single,2018,,point,Case Inlet,SPS,DNR,DNR,Nearshore Habitat Program,,,,,,test,,2018-07-14,,,point,drop,,,pucks,pucks,0.5,0.5,0.25,0.25,0.07,9,63,252,252,892,DuPont Wharf,Transplanted 9 ceramic pucks with 7 shoots per puck in a 0.25 m2 area. 3 replicates total along a 16 m transect between the north and south points.
Joemma Beach State Park,Joemma Beach State Park - Mid - Rebar 2 - 2018,JSP_mid_2,single,2018,,point,Case Inlet,SPS,DNR,DNR,Nearshore Habitat Program,,,,,,test,,2018-07-14,,,point,drop,,,rebar,rebar,0.5,0.5,0.25,0.25,0.08,3,63,252,252,840,DuPont Wharf,"Transplanted 3, 50 cm long lengths of rebar with 21 shoots each in a 0.25 m2 area.  3 replicates total along a 16 m transect between the north and south points."
Joemma Beach State Park,Joemma Beach State Park - Mid - Rebar 3 - 2018,JSP_mid_3,colocated,2018,,point,Case Inlet,SPS,DNR,DNR,Nearshore Habitat Program,,,,,,test,,2018-07-14,47.22262,-122.81053,point,retain,WGS84,,rebar,rebar,0.5,0.5,0.25,0.25,0.08,3,63,252,252,840,DuPont Wharf,"Transplanted 3, 50 cm long lengths of rebar with 21 shoots each in a 0.25 m2 area.  3 replicates total along a 16 m transect between the north and south points.."
Joemma Beach State Park,Joemma Beach State Park - Mid - Puck 3 - 2018,JSP_mid_3,single,2018,,point,Case Inlet,SPS,DNR,DNR,Nearshore Habitat Program,,,,,,test,,2018-07-14,47.22262,-122.81053,point,retain,WGS84,,pucks,pucks,0.5,0.5,0.25,0.25,0.07,9,63,252,252,892,DuPont Wharf,Northern most replicate. Transplanted 9 ceramic pucks with 7 shoots per puck in a 0.25 m2 area. 3 replicates total along a 16 m transect between the north and south points.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
